review,sentiment
"This might be the WWE's 2nd best PPV of the year after Wrestlemania it was a good suprise! John Cena had an excellent match in which he upset Chris Jericho. Jeff Hardy retained his IC title in a short sloppy match with Willam Regal. Bubba & Spike Dudley won a fairly violent tables match over Benoit & Guerrero. Jamie Noble had a really good match with Kidman which was suprising to me. Booker T defeated The Big Show in a no dq match, at one point Booker T gave the scissors kick to Big Show and sent him right through the table. In a stupid decision by the WWE Christian and Lance Storm, the jealous anti-americans defeated Hogan and Edge with a lot of help from Test and Jericho. RVD and Brock had the match of the night it was filled with great high spots and RVD got to retain his ic title through a DQ so I was happy he kept the title. Triple H also signed with Eric Bischoff and Raw which means little to nothing. And in the main event the Rock became the first ever 7-time WWE world champion defeating both Kurt Angle & Undertaker in a triple threat match. Overall this is probably the WWE's 2nd best PPV of 2002! 7/10",positive
"This movie is all about blaxploitation, there is absolutely no plot at all. A pimp stops some bad guys with his kung fu hoes to try to get his nightclub back. Rated R for Strong Language, and a brief sexual situation.",positive
"One of my favorite movies which has been overlooked by too many movie goers, an observation which mystifies me. Not only directed by the acclaimed Ang Lee,it had many young actors who were to become major stars, e.g., Tobey Maguire (before Spiderman), Skeet Ulrich (before Jericho), Jonathan Rhys Meyers (before Tudors), James Caviezel, Simon Baker, Mark Ruffalo, Jeffrey Wright, Tom Wilkinson, and Jewel. All of the acting was superb and each of the actors mentioned gave memorable performances, especially Meyers who portrayed an evil villain who killed for the sake of killing.When the biographies and accomplishments of the director ( even when he won an academy award) and the actors are listed, this film is usually omitted from their past performances. I discovered the film on DVD by accident and it became one of my most often watched films. However, it is seldom every seen on cable. I look forward to reading what others suggest are the reasons this film is not well known.",positive
"Sometimes, you're up late at night flipping through the stations, bored out of your mind, and wanting some light and fluffy romantic comedy that doesn't make you feel bipolar. And this movie fit that exact billing. Sure, the plot was ripped right out of the 1930s....the writing as schmaltzy as the Hallmark Greeting Card company's legendary poetry, and the one- dimensional characters were played by a cast plucked straight from Central Casting - but it was CUTE, and exactly what I needed last night. Lauren Holly and Costas Mandylor have great chemistry together - I liked it on ""Picket Fences,"" and I'm happy to say they still have it over 10 year later. Costas Mandylor, at 41, is still possibly one of the handsomest men to grace the screens since ol' Rudy Valentino kicked the bucket 80 years ago. RRROWRR! Bonus points for casting that funny man who used to be on the roller skates on that show about the cartoon lady. I always thought he was something straight out of a Hepburn-Grant comedy. BRAVO!Some people will probably say this was the corniest piece of cinema ever made, and I would probably have to agree - but come on! It's on the Hallmark Channel. What were you expecting? Just sit back, relax, eat some sesame sticks, and watch a sweet little movie with two cute people and down a bottle of Zinfandel. Trust me, you'll love and accept the schmaltz a whole lot more, and then you can go to sleep dreaming about Costas Mandylor swimming in a sea of tempered chocolate feeding you petit fours with minty fresh chocolate icing. YUMMO! (PS. Now I have a hankering for petit fours. THANKS A LOT, HALLMARK!)I really wish the evil girl had been cast with Rachel Ray, and maybe that dishy food nerd Alton Brown as the announcer instead of the creepy dude with the Van Dyk beard. Shudder! That would have made my night. But hey, check out ""Just Desserts.""",positive
"After a summer full of retreads and disappointments, Nurse Betty is a breath of fresh air. The film is like no other I have ever seen. Director Neil LaBute proves that he can direct more then disturbing pictures of men and women and how they approach sex (his previous two films were the brillant In the Company of Men, and the almost brillant Your Friends and Neighbors). Renee Zellweger gives the best performance of her career as Betty, a waitress who, when she witnessing the brutal death of her asshole husband (LaBute mainstay Aaron Eckhart), and gets lost in a fantasy world. Morgan Freeman and Chris Rock play the hitmen who killed her husband and are now on her trial. The trick to the film is that Freeman and Zellweger are really parallel characters. While Zellweger falls in love with the image of the handsome and polite Dr. Dave Ravell on a soap opera, Freeman idealizes Betty. Nurse Betty is a brillant film, full of life, humor, love and graphic violence. My Grade: 10/10.",positive
"Terminus Paradis was exceptional, but ""Niki ardelean"" comes too late. We already have enough of this and we want something new.Big directors should have no problems seeing beyond their time, not behind. Why people see Romania only as a postrevolutionary country?We are just born not reincarnated, and nobody gives a s**t anymore about old times. Most people dont remember or dont want to remember, and the new generation of movie consumers dont understand a bit. This should be the first day of romanian movie not the final song - priveghi! Maybe younger directors should make the move.",negative
"Little did I know that when I signed up the the ""all pay channel"" package with Direct TV that I would face a movie like this. It came on right after another movie we had been watching... and I was a teenager in 1981 so am not sure where I was at the time... but I missed this movie.I also can't believe we left it on. It is kind-of funny as it takes you back in the time machine to the early 80s... but I think even then this would have been a painful movie. It was just... well... ""too cute""! ET was ""cute"" in a way... but not obnoxiously cute... and stupid.When I see a movie like this... I come on onto IMDb to see what others say. I am blown away that this thing was nominated! Wow... the movie industry has come a long way since the 80s! Oh well... it did show some old actors... btw that is the other thing I was surprised about... the lineup... not a bunch of no-names... but some real actors/actresses. Must have been in their drug days! Anyways... odd, interesting, bizarre, and makes one happy they grew up!",negative
"Nice, pleasant, and funny, but not earth-shattering. It does a good job of showing the ""behind the scenes"" world of theater groups and the lives of the actors. The three witches are great- both on- and off-stage. I would assume the movie works wonderfully (lots of apparent inside jokes) if one was involved in theater (which I'm not).",positive
"After growing up in the gritty streets of Detroit, MI, and having friends who traveled to New York balls, I fell into the lifestyle of being a House member. I joined the House of Theieves. We adapted the same rules as most houses, but we were professional crooks that would boost and commit credit card fraud to obtain the fabulous jewels and clothes we desired. I even learned how to profess the making of checks and driver's license and cash them in over seventeen states, until a jealous queen called the Secret Service on me and I went to Federal prison. But, I learned a lot from these queens in this movie and I highly recommend you watch it yourself. You can even read about how I grew up in the houses here in Detroit and the criminal activity we indulged in. My book, Identity Schemes is available on sale at Amazon dot com or at Identity Schemes dot com. But trust me, It is a lot better than Paris is Burning, because its a 2005 make.",positive
I know it is fashionable now to hate this movie. I have seen hundreds of spook films including he original 1963 Haunting as well as most of the Hammer films. This film is not restrained and does not hold back at all which is probably why so many modern viewers seemed not to like it. Yet many viewers can accept out of control films like Scream because knife killers are more easy to believe for most people than demons or ghosts. Actually this film had many great scenes and the acting and special effects were great. I have seen it 15 times now and it gets better every time. The director of this film has made a number of interesting and stylish films and was not trying for the type of realism of the 6th sense. The Haunting lets go and is certainly not boring. Perhaps this film might appeal more to John Carpenter fans but more of an traditional plot structure. The old Haunting was also a fine film from 1963. It was even more scary. See both and also The Innocents and The Legend of Hell House with Pamela Franklin.,positive
"The most accurate description of how Billy Crystal fairs in ""My Giant"" is to say that this movie is to his career as ""Ishtar"" was to Warren Beaty's - it didn't ruin it, but it slowed it down.......a lot. Crystal should know the three golden rules of Hollywood: 1) never play opposite a kid 2) never play opposite an animal 3) never play opposite someone that is almost 3 feet taller than you, is as innocent as a kid and ""acts"" like an animal.What is this story? A comedy? I guess, but I didn't laugh, except at the scenes where Crystal is on his own and not burdened with his (what-is-her-role-in-this-movie) ex-wife or the afore-mentioned Giant. Did I mention there's also a kid in this film? Well, forget about him. The son is brought in to make us feel sorry for Crystal, and we do, but for the actor, not the character. Billy Crystal is a funny man. If you don't believe me, watch him in old episodes of ""Soap"" or ""Saturday Night Live."" Go rent ""City Slicker"" or ""Running Scared"" or ""When Harry Met Sally.""""Giant"" is more ho-hum than fee-fi-fo-fum.",negative
"This is a perfect movie to watch with a loved one on a cold and snowy night. If you like a few laughs with your horror then this is the movie for you. The makings of a real cult classic. It has everything you would want to see in a horror movie. A beautiful girl, A hero, The buffoon, A MONSTER TRUCK and of course a family of mutant satanic killers. This one is full of blood,guts and gore. I strongly recommend watching this one in the wee early morning hours, and be careful of who sees you being entertained by the sounds of Monster trucks, Bad {But Funny } One liners and our Hero eating eye ball stew. Not as good as the Evil Dead but a close second. Just remember WARNING..... Do NOT EAT BEFORE VIEWING THIS FILM...",positive
"One of the best Tarzan films is also one of its most action packed (and graphic).Picking up a year or so after Tarzan the Ape Man, Niel Hamilton's Holt has asked a rich friend to finance a safari back to the elephants graveyard to collect ivory. His Friend arrives also carrying dresses and perfumes that Holt hopes to use to win Jane back from Tarzan. Before they can leave Holt finds his map stolen and it becomes a mad dash to try and capture a competing expedition. When they finally over take the thieves they find the whole party dead and themselves surrounded. They have no choice but to fight their way out and soon find they are out of the frying pan and into the fire. Eventually Tarzan and Jane show up and everyone is off on even more adventures.Infamous film was heavily censored to reduce the graphic violence (Its graphic even by todays standards. It probably would get a PG 13) and to remove all hint of nudity, (there is a several minute long nude swim scene involving Jane that is full frontal in its nudity, it was only recently restored). Its clear watching the restored version why this film was reduced by 20 minutes in its run time for TV. As it stands in its restored version this is a very adult film that is romantic, touching, action filled and everything else that a movie should be. Its an amazing film by almost any standard. Best of all its the sort of film that plays well both as a stand alone adventure, one need not to have seen the first film to enjoy it, but its also a film that deepens the characters and themes that were set up in that original film. Its an amazing thing.I really like this film a great deal.If there are any flaws to the film, its perhaps that the film hasn't aged well. The rear screen is often very obvious, there are gorilla suits for many of the apes and some of the other effects are more quaint rather than convincing. However on almost every other level this film is top notch.You really owe it to yourself to see this. Make yourself a big bowl of popcorn and curl up on the couch and just let yourself drift back to a simpler time. This is one of the great adventures.",positive
"This film is beautiful to look at, but is like watching really bad experimental theater. The plot (if there was one) doesn't make any sense. But it is very ""artistic"". Lots of shots of half-dressed actors wrestling and looking deep into each other's eyes. Lots of arty shots through windows and with people out of frame. Mumbling and people wandering wistfully. Lingering close-ups of faces and bodies. By the time you get to the threesome on the roof with the cat, you'll be ready to throw a bottle of KY at the screen.It is supposed to be about a father and son's relationship, but you will just be wishing the two of them would just f*$& each other and get it over with. If you have always wanted to see bad Russian gay porn without any money shots, your wish has been granted.",negative
This movie is perfect for families to watch together. It is a great film and it deserves more credit. The special effects are stunning and spectacular. Everyone who has children should share this with theirs.,positive
"Underneath the dense green glop of computer graphics there gleamed the astounding art and skill of Ichikawa Somegoro. Alas: it got lost in all the goo. The scenes of Old Edo -- with the courtesan, drifting on the Sumida, rehearsing and acting in the Nakamura-za -- were all exciting and engaging, taking you back to an interesting and rich era. The action on the Kabuki stage, in which Somegoro excels and excites, was more enriching than any of the absurd high jinks that followed. The skill, the energy in the audience, the colors of the sets, were far more satisfying than all the nonsense that took over plot and performance. What a wasted opportunity! One of the best kabuki actors alive, and he gets lost in the dreck.",negative
"I suppose for 1961 this film was supposed to be "" cool "" , but looking back now ( 45 years ) it's charm was just as silly as it's entertainment value ! Granted , the special effects do well on T.V. with the Series that started in 1964 , but for the BIG screen ?? I once had a fish tank that was equally as exciting ! I must agree about the Octopus scene near the end where it attached itself to the Seaview. Obviously not well staged...or trained ! Overall , it's pretty bad acting with shoddy special effects and I still do recommend it - for fun laughs sake. This was probably one of Irwin Allen's Biggest films and I think he thought a lot of it . Barabara Eden went on to play "" Genie "" on T.V. Micheal Ansara was her Husband . Now that is a cool part about this film ! I always enjoyed seeing real life Husband and Wife teams star in the same movie . Neat !",negative
"Jude law gives Keanu Reeves a run for his money as the most wooden actor around, Renee Z's character is straight out of the Beverly Hillbillies, and the two leads have about as much chemistry as Darth Vader and Queen Amedala. The ""bad guys"" are the worst kind of cliche, and there's not a subtle moment in the film. Incredible that some critics actually liked this movie.",negative
"LTL is the kind of formulaic, hopeless comedy to be enjoyed by the sort of sheep that stop and listen when they come across a band playing in a shopping mall.I remember Murray promoting LTL on Larry King's crappy CNN show, where he said something like ""if this movie doesn't become a hit I'll stop making movies (or comedies)"". He wasn't being nearly as jovial as one might think; he must have felt that LTL was a sure-fire hit and that its failure would mean his status as a star had markedly fallen - hence a sort-of ultimatum live-on-air to his fans to spend their hard-earned money on a dumb elephant comedy. (The comedy being dumb, not the elephant...) Or maybe he simply realized during the shooting (or when he saw the final cut) what a turkey this was, so he tried desperately to convince everyone how much optimism he had regarding LTL's quality. ""Go see it, it really is good!"" Actors are prostitutes inter-bred with car salesmen.LTL is the sort of lousy project that comes from the ""Friends"" school of comedy; their motto: ""If you ever run out of ideas - or if you never had any in the first place - then stick an animal into the plot and that will at least inject an element of cuteness"". Cuteness = a sad substitute for lack of funny gags. The other motto ""Friends"" had was: ""always include pointless, dull sentimentality"", which this movie so predictably ends with, when Murray rather pathetically says: ""what they forgot to tell you is that you never forget an elephant"". Maybe not an elephant, but I certainly managed to easily forget this turkey, which I saw many years ago. I was suddenly reminded of it when I saw a scene from it on TV today (hence this equally pointless review).Murray wastes his talent on this turkey (disguised as an elephant), but he isn't nearly as uninteresting/bad as McConaughey (or however that man's name is spelt); one would think that M.M. would have an easy time playing himself, i.e. a hick, but he is so painfully unfunny and unconvincing that I could barely stand to watch him make such a jackass out of himself. It was cringe-worthy. To round off this nonsense, we have that generation-X buffoon, Garofalo, in a rather useless role. Then again, everything about LTL is useless...After LTL, which bombed as far as I know, Murray went on to become more of a ""serious actor"". What is it with these comedians and their inferiority complex? Is it all just about getting awards, i.e. ""recognition from their peers"" (read: votes from their moron colleagues)? This piece of crap marked the end of a string of good and great movies Murray made in the early- and mid-90s, such as ""Groundhog Day"", ""Quick Change"", ""Mad Dog & Glory"", ""Kingpin"", ""What about Bob?"" and ""Ed Wood"". Recently we've had the immeasurable pleasure of seeing him in garbage/mediocrities such as ""Hamlet"", ""Lost In Translation"" (you just can't get away from these ""ultra-talented Coppolas""), and ""Broken Flowers"". Compare those two batches.One guy described LTL ""funny as heck"". Now THAT'S the kind of audience this movie was hoping for... Shopping malls and trailer parks...",negative
"The Dereks did seem to struggle to find rolls for Bo after ""10"".I used to work for a marine park in the Florida Keys. One day, the script for ""Ghosts Can't Do It"" was circulating among the trainers in the ""fish house"" where food was prepared for the dolphins. There was one scene where a -dolphin- supposedly propositions Bo (or Bo the dolphin), asking to ""go make eggs."" Reading the script, we -lauuughed-...We did not end up doing any portion of this movie at our facility, although our dolphins -were- in ""The Big Blue!""This must have been very close to the end of Anthony Quinn's life. I hope he had fun in this film, as it certainly didn't do anything for his legacy.",negative
"Minor spoilersFirst I must say how rare and charming it is to find a movie with such basic messages in it: nuclear war will inevitably destroy all of civilization, and women are for making babies. It is absolutely incredible how well formulated the plot is to hit in these two points, as with a golden hammer. Essentially, everything about this movie annoyed me. The casual sexism, the character whose sole trait was coming from Texas, the mysterious choice of dying Mars orange, and of course the flawed science of it all. Then the martian woman screaming as if she had just noticed that she was blind? What was that? However, I will give it credit. The fifties did spit out some sillier things. But not much...",negative
"Unlike most people who've commented, I was born after the last Sylvester Mccoy Episode and so couldn't have compared the two centuries of doctor who at first. I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series. I have, since then, seen old episodes of Doctor Who and some where great, but, like the doctor, the series needed to regenerate to continue. The 21st century doctor who's are great, I thought Martha was great, almost a match for the doctor and if Jack's appearance is anything to go by, she's going to be brilliant when she cameos in series 4 or 5.Speaking of Jack, the spin of, Torchwood is also brilliant and you should watch both of these programmes (though this is definitely more suitable for kids). However, if you insist that this isn't the same and just isn't Doctor Who, please, just stay in your basement.10/10",positive
"That is the only question I am left with. Why did this movie suck so much when it had such a great cast? Why was the writing so bad, it left the audience completely unconnected with the characters? Why did it not make any sense at all? Why did the studio take a perfectly good premise and ""Hollywood"" the hell out of it when all it needed was good, smart story telling? Why? I never understand why movies that start out good turn into a pile of crap by the time they're released. I hope for the sake of Freeman an Spacey, who are Oscar WINNERS, that this never is released to the big screens in America.As someone that holds a Bachelors Degree in Journalism, the whole story is just utterly laughable. I just...think the script had potential, but the execution turned it into a clich̩, and an awful one at that. Just. No.",negative
"There's nothing left undone about this Perry and Croft masterpiece - as good as any of the best episodes, thankfully it was still filmed in time before the late James Beck sadly passed away to be included in it to show his talent.It shows right from the start, how the platoon is formed from the state of national emergency, showing the boys as inept under Captain Mainwaring (Arthur Lowe) and Sergeant Wilson (John Le Mesurier) as they usually are through the series.Along the way, Mainwaring does his usual longing to show authority but the chaps can't help but let him down at every turn, during wargames and suspecting an invasion. They have a chance in the film though to redeem themselves when they actually capture the Nazi airmen who take the church congregation hostage.That was a nice finale especially as Mainwaring had been able to prove himself to the General, being given one last chance to shape up. A great film, plenty of good lines and laughs, it's another one for the DVD cupboard - I'm glad the BBC is repeating it - and on this day 2.8.08 they deservedly had 'Dad's Army Night'. Not to be missed!",positive
"A few weeks ago, I read the classic George Orwell novel, 1984. I was fascinated with it and thought it was one of the best books I've read recently. So when I rented the DVD, I was intrigued to see how this adaptation measured up. Unfortunately, the movie didn't even come close to creating the ambiance or developing the characters that Orwell so masterfully did in his book. The director seems to think that everyone watching the movie has read the book, because he makes no attempt to demonstrate WHY the characters act and feel the way they do. John Hurt, the main actor, is droll the entire way through, and hardly does any acting until the end. We never really find out what he does for a living, or why his love affair is forbidden, or what the political climate is and why the main character desires rebellion. This book cannot be done justice in movie form without proper narration and explanation of the political system oppressing the characters, and the fact that those are missing is the greatest shortcoming of this film. Besides that, John Hurt was a terrible casting choice, looking about 15 years older than the 39 year old Winston he was supposed to be portraying. On a more positive note, however, the rest of the cast was well chosen. It's just too bad they were put in such a horribly adapted film with the wrong lead actor. -Brian O.",negative
"Bend it like Beckham is packed with intriguing scenes yet has an overall predictable stroy line. It is about a girl called Jess who is trying to achieve her life long dream to become a famous soccer player and finally gets the chance when offered a position on a local team. there are so many boundaries and limits that she faces which hold her back yet she is still determined and strives. i would recommend it for anyone who likes a nice light movie and wants to get inspired by what people can achieve. The song choices are really good, 'hush my child, just move on up...to your destination and you make boundaries and complications.' Anyway hope that was at help to your needs in a review. Bend it like Beckham great flick",positive
"Hey if you have a little over an hour to kill and find paint to be too exciting I'd suggest it. If thou you happen to like cheap b-movies like me it's good for a giggle! Other than that I wouldn't suggest that you rent it, I'd wait till it comes on the tube say round 4 am on the free access channel of your cable/satellite supplier. The band that did this sound track by the way was on the road after for about two years after this flick, and no they sounded just as bad live according to the two small town reviews I could find on them. So once again good if you find grass growing to much fun but good to watch if you like to see how NOT to shoot a low budget movie.",negative
"This film is a stunning piece that will convince even the most skeptical viewer that Gerard Depardieu is one of the finest film actors of the last 50 years. His performance shocks, entertains, disgusts and charms you while leaving you breathless. This film was shot in the very early days of his film career and is very raw, but still is able to convey the mastery of Depardieu. A must-see for any Depardieu fan and by far his best early work.",positive
"Human Tornado (1976) is in many ways a better film than it's predecessor. The director knew what he had to work with and catered towards Rudy Ray Moore's limitations as an actor. It's a fun movie that's more technically sound and acted. The performers don't take themselves too seriously and it seems that this time around everyone is on the joke and goes with the flow. Rudy Ray Moore seems more relaxed in front of the camera and not as stiff like he was in Dolemite.I enjoyed the film very much and I highly recommend it. Just like his first film, it's catered towards a certain audience (I highly doubt that Mr. Moore was trying to broaden his audience at this point in his career). Check it out!Highjly recommended.",positive
"This film centers on four criminals, locked away in a prison who desire escape from their cell, hoping that a mysterious book of black magic, penned by a former inmate around 1920, named Danvers who wanted to use spells to keep his skin young.Carr̬re's(G̩rald Laroche)criminal business tactics(shortcuts)have landed him in prison with three oddball cell-mates..a transsexual brute Marcus(Clovis Cornillac), Marcus' love-toy P̢querette(Dimitri Rataud)who eats objects he touches(..and is in prison for eating his six-month old sister)and obeys his charge as if ""he"" were his mother, and the scholarly Lassalle(Philippe Laudenbach)who doesn't read, or eat breakfast(..the latter being that he murdered his wife during that time of the day). The film follows Carr̬re as he reads from the book, attempting to understand it's meanings hoping to find an exit from his prison. Carr̬re loves his child, and for a while believes his wife will get him out early on bail. When she betrays him, Carr̬re begins to slowly seethe with hate, and longing to see and hold his beloved son. Carr̬re's toughest critic is Marcus, who longs to be fully female, while still folding to several masculine traits, such as working out and taking a leak standing up. He talks tough and uses his muscle as a type of fear tactic, although deep inside is a world of vulnerability. P̢querette is completely under Marcus' control and behaves like a canine to it's master..there's even an alarming scene where P̢querette breast-feeds from Marcus! Lassalle is an unraveling mystery, opening up for us to slowly understand his ulterior motives and what lies within his possibly sinister brain. Clearly intellectual, and holding possible secrets from the others, Lassalle is actually the one who keeps the motivation of pursuing the secrets of the book going. Soon, those who aren't a threat to the book seek their ""true"" escape, not as much from the cell of four walls, but the cell that imprisons their true desires. After a certain murder, the book is thrown from the room with a very fascinating character entering the film with a camcorder as if he were a new occupant..who is this person and how does he understand the power of a book tosses away, and better yet, how to use it? A constant in this film is each of the prisoners often seen throughout looking out their window into the world just out of reach.I'm glad I had a chance to watch this film. It does play out like ""Monkey's Paw"", the characters get what they desire, but a price must be met. There's gore in the film, startling moments of graphic violence, but, in my opinion, this is first and foremost a story-driven tale. The gore is a product of what the book unleashes. One of the group gets his limbs twisted while suspended in the air, while a grisly opening act displays the carnage left in the wake of one man's desire. We see Danver's fate at the end, with a magnificent special effects sequence regarding an infant melting away. Lassalle's fate is a masterful effects sequence. I will say that Mal̩fique, through Eric Valette's well paced direction, always kept my attention, and, for being such an isolated movie(..about 95 % of the film takes place in a singular location, the prison cell)it never seems to drag. I guess that's a testament to interesting actors and fascinating characterizations, not to mention a compelling story using the supernatural to drive them.",positive
"I see what the director was trying to do but he missed the mark. The main actor was really good but the editing around his moments takes you out of it. The camera work, ie lighting and exposer is kind of amateur which I could forgive if the direction was more fluent but it wasn't. The sound was a bit off and that takes you out of the film as well. I see could see this director doing a little bit better in the future so not a total right off but don't expect a dv movie nearly as good as 28 days later or anything, keep your expectations low and you'll get more out of it. At least it was only an hour and a half. Oh yeah and other than the lead the acting was pretty bad if you ask me. But I'm a movie snob so take that for what that's worth.",negative
"They probably could have skipped some of the beginning - I'm not sure why this starts out in the Asian part of Turkey. If it was because starting in the Mediterranean, they could have gotten closer starting in modern day Lebanon.One the cameras and crews get to the Bakhtyari tribe, it's the beginning of an amazing 48 day journey. 50,000 people with about 250,000 goats, camels, cattle, and horses make this amazing trek across what seems to be a very fast moving Karun River. They use rafts that are kept afloat by inflating goat skins - you can see where the head and legs were removed. The other ""bank"" of the river was very steep - I'm guessing about a 60 degree rise.Just watching that was incredible, but there was much more to come. To get to the pastures, they also had to cross a major mountain that had about 4 feet of snow, if not more. Being able to climb this mountain was pretty amazing in and of itself, but they (and all of the animals) climbed this mountain barefoot! Yes, barefoot.The one drawback to this documentary were some of the inter-titles with poor attempts at humor.If you want to see a documentary from the silent era, or the incredible challenges that this tribe not only face, but conquer. This is just an incredible document of a little known group of people facing all kinds of challenges.",positive
"Alfred Hitchcock made this comedy of mis-marriage in 1941 but his heart doesn't appear to be in it. Carole Lombard and Robert Montgomery are the couple who discover they were never legally married and spend the movie bickering their way back to true love. It doesn't have much of a reputation and it is easy to see why. The jokes are familiar from better films but here they don't gel. And the leads are uncharismatic. Lombard's performance is clipped and starchy and it's doubly sad to think she was dead only a year later. Robert Montgomery seems to know he's in a sow's ear and tries his damnest to make a silk purse out of it without much success. The best performance comes from Gene Raymond as 'the other man', (he has a lovely drunk scene). This is one of the few really bad Hitchcock films.",negative
"I'd heard a lot of bad things about this film before seeing it, but thought all the negative comments were probably down to the film's low budget and poor acting - both of which I can deal with when it comes to zombie films. However, what I didn't count on is this film being really, really boring; if there's one thing you can count on from low budget zombies, its gore and entertainment - but unfortunately, this film has neither. I'm quite surprised, because the previous two horror films I've seen from director Bob Clark - Deathdream and Black Christmas - were both highly inventive and entertaining films, but Children Shouldn't Play with Dead Things just doesn't cut it. The plot line follows a group of young adults that travel to a burial island in order to mess about with rituals to bring the dead back to life. However, they soon learn that playing with things they don't understand is a really stupid idea when their rituals actually bring the dead back to life and the corpses of the island return to feast on their blood!The plots sounds like it could lead to a decent flick, but what I didn't mention is that the interesting parts don't start until the final twenty minutes; and as this is a ninety minute movie, I'm sure you can guess that this isn't a good thing. The opening hour and ten minutes are padded out with poor acting and even worse characters. I can understand setting up a situation so that the horror is more potent once it comes along; but please, if you're going to spend so long on it, you've really got to make it interesting. All of the characters in the film are over the top and annoying, and personally I just wanted the zombies to hurry up and eat them. The film is not without its merits, however, as the atmosphere is a standout. Lucio Fulci would show seven years later how an isolated island and flesh eating zombies can blend well; but Bob Clark already did it with this film. The direction isn't bad either, but it's brought down by poor make-up effects and a distinct lack of blood, which isn't likely to please fans of zombie movies. Overall, I really can't recommend this film; but if you're a hardcore zombie fanatic, you may get a kick out of it.",negative
"On Steve Irwin's show, he's hillarious. He doesn't even try to be funny and he just is but his movie wasn't even what I would call a movie-I mean when that guy on his car is trying to kill him he's just saying 'Oh, this is one nasty bloke!' and looking straight into the camera. He put his face in the camera too much! And then when the guy falls off the car wouldn't you expect him to be dead? And Terri had the worst acting I'd ever seen! Like when the crocodile almost ate Steve she just says 'Steve'. She didn't sound scared or anything, it was just 'Steve'. I mean I hate to sound mean but that was not worth seeing. I love Steve Irwin but his movie was just too stupid.",negative
"It is hard to describe this film and one wants to tried hard not to dismiss it too quickly because you have a feeling that this might just be the perfect film for some 12 years old girl...This film has a nice concept-the modern version of Sleeping Beauty with a twist. It has some rather dreamy shots and some nice sketches of the young boy relationship with his single working mother and his schoolmate... a nice start you might say, but then it got a bit greedy, very greedy, it tries to be a science fiction, a drama, a thriller, a possible romantic love story, fairy tale, a comedy and everything under the sun. The result just left the audience feeling rather inadequate. For example, the scene when the girl(played by Risa Goto) finally woken by his(Yuki Kohara) kiss, instead of being romantic, it try's to be scary in order to make us laugh afterwards... it is a cheap trick, because it ruin all the anticipation and emotion which it was trying to build for the better half of the film.I have not read the original story the film is base on (it is the well-known work by the comic-book artist Osamu Tezuka is famous with his intriguing and intricate stories) I wonder if all the problems exsist in the original story or did it occur in the adaption? It is rather illogical even for someone who is used to the ""fussy logic"" of those japanese comic-book. For instance, how did Yuki Kohara's character manage to get to the hospital in an instant(when its suppose to be a long bus-ride away)to run away Risa Goto's character in front of the tv cameras right after he saw her live interview on the television?There are also some scenes that is directly copied(very uncreative!) from other films and they all seem rather pointlessly annoying ie. the famous ""the Lion mouth has caugh my hand"" scene from ""the ""Roman Holiday""The film tries to be everything but ends up being nothing... it fails to be a fairy tale and it did not have enough jokes to be a comedy... and strangely there are some scenes that even seem like an unintentional ""ghost"" movie. Nevertheless, one should give it credit that it has managed to caputured some of the sentiment of the japanese teenager.It is by watching this film I have a feeling that there might be some films that should have come with a warning label that said ""this film might only be suitable for person under the 18 of age"", it would have definitly been on the poster of this film.",negative
"saw this in preview- great movie- wonderful characterizations- witty and intelligent dialog- actors were fantastic- Peter Falk will be up for an Oscar- Paul Reiser was charming- photography was marvelous Reiser was at the theater when we saw the film, and he gave a vivid account about the making of the film- it had been a long dream of his to write a semi-autobiographical account of relationships between sons and fathers, and more specifically between him and his father- this was achieved in a dramatic and entertaining fashion- the supporting cast was well chosen and gave the film a feeling of family- i recommend this film to anyone who is longing to see intelligent drama and wonderful performances",positive
"The digital effects were done on the cheap and the action sequences lack suspense. This was essentially made for TV and it shows. David Suchet looks bored and Nigel Planer looks down right embarrassed! and as for Robert Carlyle's Dick Van Dyke London accent, no comment! If you want to pass away an hour or two when you've nothing on then it will do. If your going to buy the DVD wait a few weeks and pick it up in the bargain bin at Asda, cos thats where its heading! If the budget was bigger and Richard Doyle's book followed more closely, then it could have been something special, but as it stands its a bit poor. Watch the trailer instead! Or read the book and see what could have been.",negative
"If this film is examined closely, it's a bit sad. It is detailed enough to touch upon very real problems children, who grow up in poor, dysfunctional environments. Yet, it retains it's comedic value, with spirited performances by Diahann Carroll and James Earl Jones. The sadness lies in the struggles and dysfunction of the mother (Carroll), who cannot truly help her children, not because she doesn't want to, or try, but because, it's obvious she doesn't know how. Remember, this is a comedy, but if you've never seen this, or if you have, watch this film and see the humanity, in the characters. Good film.",positive
